t,chainSymbol,occSymbol,instrumentId,expiration,dte,strike,type,bid,ask,mark,last,volume,openInterest,impliedVolatility,delta,gamma,theta,vega,rho,underlyingPrice,source
1764399300991,SPY,,3ce9c2b0-6ece-46ea-99e7-61068b08a8b2,2025-12-26,27.711794,400,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,e5b21771-4d6c-46dc-8cf5-0bd09431f0f8,2025-12-26,27.711794,400,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,0b832677-e887-43d7-a93e-1f662ca60296,2025-12-26,27.711794,405,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,8541c029-a7c7-4eec-88b1-dd08e4af499e,2025-12-26,27.711794,405,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,bdb7aafc-35f6-4d04-b705-28924cf4f203,2025-12-26,27.711794,410,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,d186cab8-7644-4351-8735-c64913f5d153,2025-12-26,27.711794,410,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,79b70b45-124c-4dd0-9a2e-9d3e72bed2be,2025-12-26,27.711794,415,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,c7faa5ca-6a62-4ffe-9577-aa5573386853,2025-12-26,27.711794,415,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,04a3fe65-d28d-435f-a12b-58589d8d511e,2025-12-26,27.711794,420,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,8951074a-723f-4922-afde-9d55e9fe1603,2025-12-26,27.711794,420,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,e66832af-2551-4e6a-8bb3-c5fe8c8e129a,2025-12-26,27.711794,425,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,eb2f6b89-2f6c-46b5-985e-769ece0b7d51,2025-12-26,27.711794,425,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,5ba2dd68-7ba2-45a7-80c0-8c2b3fda7c8a,2025-12-26,27.711794,430,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,ca7610ab-e3a4-4670-b5d7-af983e1a2f85,2025-12-26,27.711794,430,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,46338e8b-bf4b-45b8-8061-5a2421d2d7d2,2025-12-26,27.711794,435,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,7e9943ac-6d6a-4543-862b-cc4452a73248,2025-12-26,27.711794,435,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,7033c5fd-1289-4a25-96e8-fd21c265050a,2025-12-26,27.711794,440,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,a8fbaa05-b612-4a4c-bc40-85032f3c404a,2025-12-26,27.711794,440,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,adb432bc-b826-4fbe-8b86-73d280ea09cf,2025-12-26,27.711794,445,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,c9007290-052b-4784-8160-6d48af0b749f,2025-12-26,27.711794,445,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,a8e71137-0701-4a57-8f75-503d0df358c4,2025-12-26,27.711794,450,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,ba24e674-333d-4a9c-922d-4570f9ad684d,2025-12-26,27.711794,450,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,8b2c6f53-f34c-4f39-9cfa-044842ca525f,2025-12-26,27.711794,455,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,944d510c-7408-46be-932e-d3cc68d5c5e0,2025-12-26,27.711794,455,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,8e862b07-3bbc-4246-8a73-ea11ac06e862,2025-12-26,27.711794,460,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,93ace59e-b4cf-4997-b1c1-e29cf7cfdbe0,2025-12-26,27.711794,460,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,a970e2f1-f93f-4546-9093-1f6438aedaec,2025-12-26,27.711794,465,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,e06177dc-bc80-4055-97e3-ee4488898b2f,2025-12-26,27.711794,465,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,57773572-6eb4-4f8d-a3b1-8b6532cc5620,2025-12-26,27.711794,470,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,8f7a574a-5152-4799-9c5d-2fa58b6b566e,2025-12-26,27.711794,470,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,136c69e4-d5e5-49c4-98a0-5699246e7640,2025-12-26,27.711794,475,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,d794e0da-eac8-4657-a1ea-c7c08c0c673b,2025-12-26,27.711794,475,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,48a5fcdb-338f-4bb5-8a4f-d4673b74f985,2025-12-26,27.711794,480,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,ab9c897b-f332-4f3c-8c8a-a28b64ceaba8,2025-12-26,27.711794,480,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,e4efff5f-da6a-41ed-b29a-fd035303c241,2025-12-26,27.711794,485,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,e7857ffa-35ec-483f-8511-c35b87b71a45,2025-12-26,27.711794,485,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,7ca9a97b-7594-4969-831e-bdd92f5f6f42,2025-12-26,27.711794,490,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,df1d4b8d-1b03-4acf-bebd-5afcfe4ad364,2025-12-26,27.711794,490,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,5a54a331-37a7-4d15-89ff-669c48a71ec8,2025-12-26,27.711794,495,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,817932fb-83d4-4fa1-81d9-bf396421fc86,2025-12-26,27.711794,495,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,0b5bd661-b36d-4990-b58b-7300f26c26eb,2025-12-26,27.711794,500,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,d0104de0-a1cf-4f6f-a962-869998c89628,2025-12-26,27.711794,500,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,7a2e56a3-8496-4629-b973-96d3ca945f4f,2025-12-26,27.711794,505,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,ebbde013-ea78-4417-b089-5cddc9e14041,2025-12-26,27.711794,505,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,64806a59-cbd9-4fec-aafa-56dc54c08cba,2025-12-26,27.711794,510,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,ff936ef5-15e3-4f94-bea3-ab7715e2a55d,2025-12-26,27.711794,510,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,5e406686-bcc7-4727-b4fa-00876cde7bd7,2025-12-26,27.711794,515,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,7552a54f-d0d2-41bb-896f-26753a1b42d0,2025-12-26,27.711794,515,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,06d3be0d-85aa-4b54-8d74-55f2fcf1bcc0,2025-12-26,27.711794,520,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,73c210b9-242a-4201-9d7d-a81beb2fc814,2025-12-26,27.711794,520,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,4f631d6c-8758-4d27-bb04-3fc241df083d,2025-12-26,27.711794,525,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,68d30078-48a7-41a8-a486-12110cde667f,2025-12-26,27.711794,525,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,b6ebee8a-39da-4523-a6dd-9fa39c99e523,2025-12-26,27.711794,530,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,e6a6968c-cd78-4925-8307-5771b3c0b384,2025-12-26,27.711794,530,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,8014eab6-9e53-45b6-9a46-05e4ee346b1e,2025-12-26,27.711794,535,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,c72e2b9a-b63e-4f0e-b9e4-1145422bd225,2025-12-26,27.711794,535,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,156b4037-26fd-4cd6-87b1-6f8e4aec36a5,2025-12-26,27.711794,540,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,fd06d559-52c0-4ef1-bd68-36215ec7b197,2025-12-26,27.711794,540,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,00edfcfd-04fa-467d-ad04-f852018d07df,2025-12-26,27.711794,545,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,1e95381e-40a4-4298-af15-f1cc8a5eb985,2025-12-26,27.711794,545,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,2eabd742-ce42-4d7f-b21e-8c5850923884,2025-12-26,27.711794,550,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,7256fa50-6f48-4c7f-8160-323457553f7a,2025-12-26,27.711794,550,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,7a2b8adc-5335-4fc2-bae1-e9ec0ca894d7,2025-12-26,27.711794,555,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,a3c598b9-0163-40bc-a876-d06e11f659da,2025-12-26,27.711794,555,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,886a4bcd-fb78-4e5c-b823-ba6aa2d76d13,2025-12-26,27.711794,560,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,aec530ec-4b86-4e17-9642-1ae20a5426b0,2025-12-26,27.711794,560,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,92479bf4-a608-4c70-a8af-36237cb21604,2025-12-26,27.711794,565,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,9dee0946-ad78-4585-ae04-1d7490c41a68,2025-12-26,27.711794,565,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,430f104b-b081-41ea-89d3-ee41fb425e76,2025-12-26,27.711794,570,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,e46ae0a2-1c45-4ef2-8bb2-824f1138c74a,2025-12-26,27.711794,570,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,d216c4a7-3506-47f1-ae5f-7bd245d1fee0,2025-12-26,27.711794,575,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,ed99f6fa-66cf-4f40-9a0b-e2b3d8d6b3a8,2025-12-26,27.711794,575,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,5daad4d6-a540-485b-8610-7278d66e3d99,2025-12-26,27.711794,580,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,6e3bb362-3f19-4b28-b60c-a336185d22a8,2025-12-26,27.711794,580,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,87435744-5abb-47ed-91a1-8fc7aa3f79b5,2025-12-26,27.711794,585,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,d7847460-6675-4063-9ae4-30621d4d7162,2025-12-26,27.711794,585,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,7babff2f-dbd0-42dc-8869-f8fd9a105eed,2025-12-26,27.711794,590,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,ee7c2d76-346c-45cb-abd3-79bc5c9c31f5,2025-12-26,27.711794,590,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,54724d59-fc1b-4b5e-8c44-d9b9bf51fc99,2025-12-26,27.711794,595,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,b0302fd8-1b3e-4b8f-8899-9fd883575608,2025-12-26,27.711794,595,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,d55c80d1-93de-4ee5-946d-aead7d278cd5,2025-12-26,27.711794,600,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,ddc3ac73-65e6-46b2-b8f2-77807ad4d6cf,2025-12-26,27.711794,600,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,707de6a5-dc04-43a5-b39d-d892f9262690,2025-12-26,27.711794,605,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,a078311a-c439-4f56-abc1-3a29bca27aa3,2025-12-26,27.711794,605,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,04b43b81-6141-4cf9-b84a-d2d3aded480b,2025-12-26,27.711794,610,PUT,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
1764399300991,SPY,,3424f822-3a47-4b15-913e-28dcb14a3ddd,2025-12-26,27.711794,610,CALL,,,,,,,,,,,,,,https://api.robinhood.com/options/instruments/?chain_id=c277b118-58d9-4060-8dc5-a3b5898955cb&expiration_dates=2025-12-26&page_size=2000&state=active
